,author,title_abstract
1885,Victoria Eugenia Ospina, modélis connaiss system médiat élabor méthodolog développ system médiat system architectur compos assist connaiss articl connaiss connaiss connaiss domain exempl connaiss utilis system mémoir activ descript acte résolu problem modélis connaiss activ gestion évalu projet outil
1886,Jorge Louçã, modélis cognit proposit utilis schem
1887,Christophe Candillier, outil classif volum don outil classif don articl outil création affichag visualis lectur grâc présent explor form hiérarch profil tableau profil profil mani inform don lectur hiérarch tableau choix ordre présent
1888,Noureddine Mouaddib, outil classif volum don outil classif don articl outil création affichag visualis lectur grâc présent explor form hiérarch profil tableau profil profil mani inform don lectur hiérarch tableau choix ordre présent
1889,Hicham Behja, point vu » annot processus extract connaiss don articl approch notion point vu issu processus extract connaiss don entendon vision analyst processus vision corp connaiss réutilis adapt processus trac point vu analys processus processus géner transform vu connaiss position vis vis traval processus élément modélis processus point vu niveau approch usag sit fichi fiabl
1890,Abdelaziz Marzak, point vu » annot processus extract connaiss don articl approch notion point vu issu processus extract connaiss don entendon vision analyst processus vision corp connaiss réutilis adapt processus trac point vu analys processus processus géner transform vu connaiss position vis vis traval processus élément modélis processus point vu niveau approch usag sit fichi fiabl
1891,Christian Chervet, gestion connaiss cadr enseign distanc développ deb support enseign distanc acteur domain enseign plac disposit format lign sélect matérial mani programm mécan commun enseign outil form enseign distanc model formalis don connaiss model connaiss domain sémant exploit connaiss niveau ingénier volum contenus lign connaiss disposit enseign
1892,Romain Dailly, gestion connaiss cadr enseign distanc développ deb support enseign distanc acteur domain enseign plac disposit format lign sélect matérial mani programm mécan commun enseign outil form enseign distanc model formalis don connaiss model connaiss domain sémant exploit connaiss niveau ingénier volum contenus lign connaiss disposit enseign
1893,Radhia Ben Hamed, agent amélior regl
1894,Michel Sala, regl propag création annot ressourc annot index utilis domain référent annot ressourc list mot ontolog centain million ressourc disposit auteur problem démarch docu ontolog annot docu docu propag annot regl articl illustr livr them
1895,Pierre Pompidor, regl propag création annot ressourc annot index utilis domain référent annot ressourc list mot ontolog centain million ressourc disposit auteur problem démarch docu ontolog annot docu docu propag annot regl articl illustr livr them
1896,Ludovic Denoyer, restructur docu structur interrog docu typ problem docu schem system docu docu positionnon cadr restructur docu docu sourc schem médiat cadr restructur docu instanc model docu expérient docu capac model
1897,Natima Singla, supervised categorical clustering apprentissag phas algorithm échantillon apprentissag sélect exempl échantillon apprentissag class don exempl étiquet phas phas don qualit index gin expérient clustering échantillon apprentissag
1898,Olivier Bousquet, statistical articl plac cadr espac nombr dimens présent résultat expert domain appliqu méthod tâch cadr articl algorithm clustering don attribut attribut méthod em don sélect attribut dimens expériment don résultat term qualit classif compréhensibil
1899,Vincent Derozier, tendanc express appliqu transcriptom étud express anné puc méthod oeuvr don hypothes profil express fonction distinct catégor inform voisinag motif interpret propriet jeu test agent évident transporteur niveau phas
1900,Philippe Collet, tendanc express appliqu transcriptom étud express anné puc méthod oeuvr don hypothes profil express fonction distinct catégor inform voisinag motif interpret propriet jeu test agent évident transporteur niveau phas
1901,Ganaël Jatteau, géner concept articl domain concept concept cadr regroup géner regl associ prospect don support décis analyst list concept regl élabor solut cas solut articl approch itemset gener géner concept construct parcour état géner concept identif étap extract regl associ
1902,Madenda Sarifuddin, géner concept articl domain concept concept cadr regroup géner regl associ prospect don support décis analyst list concept regl élabor solut cas solut articl approch itemset gener géner concept construct parcour état géner concept identif étap extract regl associ
1903,Pierre Courtellemont, criter évalu sélect articl problem sélect cadr classif méthod sélect criter évalu pertinent ensembl criter évalu mesur combinaison étiquet degr spécif apparten présenc test jeux don méthod cas taux class
1904,Carl Frélicot, criter évalu sélect articl problem sélect cadr classif méthod sélect criter évalu pertinent ensembl criter évalu mesur combinaison étiquet degr spécif apparten présenc test jeux don méthod cas taux class
1905,Dahbia Semani, criter évalu sélect articl problem sélect cadr classif méthod sélect criter évalu pertinent ensembl criter évalu mesur combinaison étiquet degr spécif apparten présenc test jeux don méthod cas taux class
1906,Bertrand Petitjean, system aid navig développ appliqu construct exploit profil model utilis capital domain pouvoir utilis hypermédi sit exempl produit utilis flot inform system navig system modélis comport navig fonction comport lien particuli
1907,Olfa Jenhani el Jed, méthod évalu pag articl méthod évalu pag moteur recherch
1908,Fabio B. Losa, usag arbre classif enseign analys particip emploi articl appliqu grandeur arbre classif context arbre lumi différent femm particip march travail accent capac arbre appliqu don particip march travail recens popul phas arbre évident nécess étud mer mer mer résultat group arbre région arbre différent région point vu difficult usag arbre valid taux erreur classif context aspect usag altern
1909,Pau Origoni, usag arbre classif enseign analys particip emploi articl appliqu grandeur arbre classif context arbre lumi différent femm particip march travail accent capac arbre appliqu don particip march travail recens popul phas arbre évident nécess étud mer mer mer résultat group arbre région arbre différent région point vu difficult usag arbre valid taux erreur classif context aspect usag altern
